Tm,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ATL,163.16666666666666,348.94444444444446,0.43172222222222223,49.72222222222222,133.44444444444446,0.2995294117647059,113.44444444444444,215.5,0.47205555555555556,0.4968333333333333,78.72222222222223,96.94444444444444,0.7838333333333334,42.22222222222222,140.27777777777777,182.5,96.5,27.944444444444443,19.0,50.77777777777778,77.33333333333333,454.77777777777777
BOS,142.14285714285714,304.8095238095238,0.471,46.61904761904762,124.66666666666667,0.31635,95.52380952380952,180.14285714285714,0.5289047619047619,0.5406666666666666,55.23809523809524,71.23809523809524,0.7183333333333334,36.42857142857143,115.28571428571429,151.71428571428572,80.42857142857143,26.476190476190474,18.238095238095237,45.904761904761905,70.04761904761905,386.14285714285717
BRK,115.03703703703704,232.92592592592592,0.43444444444444447,37.77777777777778,96.29629629629629,0.3114166666666667,77.25925925925925,136.62962962962962,0.48692592592592593,0.49259259259259264,48.333333333333336,60.111111111111114,0.7932727272727274,23.703703703703702,94.77777777777777,118.48148148148148,71.44444444444444,17.925925925925927,14.037037037037036,34.96296296296296,50.77777777777778,316.18518518518516
CHI,137.95454545454547,290.0,0.45554545454545453,41.09090909090909,111.18181818181819,0.3037142857142857,96.86363636363636,178.8181818181818,0.5460909090909091,0.5139545454545454,45.22727272727273,57.18181818181818,0.744,31.5,115.63636363636364,147.13636363636363,87.5909090909091,21.90909090909091,13.818181818181818,47.5,61.90909090909091,362.22727272727275
CHO,169.11764705882354,372.0,0.46288235294117647,57.94117647058823,156.8235294117647,0.2807058823529412,111.17647058823529,215.1764705882353,0.5315624999999999,0.5256470588235294,67.41176470588235,88.52941176470588,0.7575625,44.8235294117647,140.52941176470588,185.35294117647058,113.70588235294117,33.23529411764706,20.235294117647058,60.05882352941177,76.3529411764706,463.5882352941176
CLE,111.12,247.0,0.42144,28.8,85.64,0.2710416666666667,82.32,161.36,0.48247999999999996,0.47340000000000004,48.0,64.56,0.6908799999999999,30.04,93.08,123.12,68.64,22.36,13.0,41.56,52.32,299.04
DAL,155.68421052631578,330.89473684210526,0.442,52.31578947368421,144.42105263157896,0.2733157894736842,103.36842105263158,186.47368421052633,0.5194736842105264,0.5046842105263158,62.421052631578945,80.21052631578948,0.7406315789473684,34.578947368421055,129.6315789473684,164.21052631578948,86.6842105263158,23.68421052631579,16.36842105263158,43.31578947368421,73.47368421052632,426.10526315789474
DEN,141.54545454545453,291.90909090909093,0.4328095238095238,42.13636363636363,111.9090909090909,0.30985,99.4090909090909,180.0,0.5006666666666666,0.49809523809523815,51.31818181818182,63.90909090909091,0.75765,34.45454545454545,111.0,145.45454545454547,87.86363636363636,26.454545454545453,14.681818181818182,41.95454545454545,62.45454545454545,376.54545454545456
DET,132.52380952380952,293.42857142857144,0.46290476190476193,39.61904761904762,112.85714285714286,0.33428571428571424,92.9047619047619,180.57142857142858,0.5084285714285715,0.5264285714285715,60.857142857142854,80.14285714285714,0.7348095238095238,33.04761904761905,113.38095238095238,146.42857142857142,83.0,25.285714285714285,17.666666666666668,48.57142857142857,70.33333333333333,365.5238095238095
GSW,165.16666666666666,352.6111111111111,0.44516666666666665,58.22222222222222,154.94444444444446,0.3474117647058823,106.94444444444444,197.66666666666666,0.5193333333333334,0.5152222222222222,66.27777777777777,84.44444444444444,0.707388888888889,31.88888888888889,140.22222222222223,172.11111111111111,110.61111111111111,32.611111111111114,19.0,58.55555555555556,84.77777777777777,454.8333333333333
