,Tm,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3,CHI,137.95454545454547,290.0,0.4555454545454545,41.09090909090909,111.1818181818182,0.3037142857142857,96.86363636363636,178.8181818181818,0.5460909090909091,0.5139545454545454,45.22727272727273,57.18181818181818,0.744,31.5,115.63636363636364,147.13636363636363,87.5909090909091,21.90909090909091,13.818181818181818,47.5,61.90909090909091,362.2272727272728
4,CHO,169.11764705882354,372.0,0.4628823529411764,57.94117647058823,156.8235294117647,0.2807058823529412,111.17647058823528,215.1764705882353,0.5315624999999999,0.5256470588235294,67.41176470588235,88.52941176470588,0.7575625,44.8235294117647,140.52941176470588,185.35294117647055,113.70588235294116,33.23529411764706,20.235294117647054,60.05882352941177,76.3529411764706,463.5882352941176
5,CLE,111.12,247.0,0.42144,28.8,85.64,0.2710416666666667,82.32,161.36,0.4824799999999999,0.4734,48.0,64.56,0.6908799999999999,30.04,93.08,123.12,68.64,22.36,13.0,41.56,52.32,299.04
6,DAL,155.68421052631578,330.89473684210526,0.442,52.31578947368421,144.42105263157896,0.2733157894736842,103.36842105263158,186.47368421052636,0.5194736842105264,0.5046842105263158,62.42105263157895,80.21052631578948,0.7406315789473684,34.578947368421055,129.6315789473684,164.21052631578948,86.6842105263158,23.68421052631579,16.36842105263158,43.31578947368421,73.47368421052632,426.10526315789474
7,DEN,141.54545454545453,291.90909090909093,0.4328095238095238,42.13636363636363,111.9090909090909,0.30985,99.4090909090909,180.0,0.5006666666666666,0.4980952380952381,51.31818181818182,63.90909090909091,0.75765,34.45454545454545,111.0,145.45454545454547,87.86363636363636,26.454545454545453,14.681818181818182,41.95454545454545,62.45454545454545,376.54545454545456
8,DET,132.52380952380952,293.42857142857144,0.4629047619047619,39.61904761904762,112.85714285714286,0.3342857142857142,92.9047619047619,180.57142857142856,0.5084285714285715,0.5264285714285715,60.85714285714285,80.14285714285714,0.7348095238095238,33.04761904761905,113.38095238095238,146.42857142857142,83.0,25.285714285714285,17.666666666666668,48.57142857142857,70.33333333333333,365.5238095238095
9,GSW,165.16666666666666,352.6111111111111,0.4451666666666666,58.22222222222222,154.94444444444446,0.3474117647058823,106.94444444444444,197.66666666666663,0.5193333333333334,0.5152222222222222,66.27777777777777,84.44444444444444,0.707388888888889,31.88888888888889,140.22222222222223,172.11111111111111,110.61111111111111,32.611111111111114,19.0,58.55555555555556,84.77777777777777,454.8333333333333
10,HOU,94.2,212.4,0.4227333333333333,33.06666666666667,97.43333333333334,0.2960333333333333,61.13333333333333,114.96666666666668,0.5500666666666666,0.5002666666666666,39.63333333333333,53.53333333333333,0.7054137931034483,22.366666666666667,79.86666666666666,102.23333333333332,56.63333333333333,18.2,12.033333333333331,34.166666666666664,46.9,261.1
11,IND,155.75,328.35,0.4427999999999999,44.45,122.25,0.2887368421052631,111.3,206.1,0.4987,0.4968499999999999,59.15,74.65,0.8223499999999999,32.4,121.2,153.6,98.65,30.55,23.0,46.85,72.65,415.1
12,LAC,150.45,312.1,0.4506,51.35,124.9,0.3714,99.1,187.2,0.4774,0.53205,58.2,69.35,0.8365263157894737,33.9,125.05,158.95,87.8,25.45,14.75,44.7,69.15,410.45
